394.928	402.423
462.296	460.833
351.861	350.983
372.172	364.119
449.837	402.502
401.759	402.527
427.773	397.179
349.04	347.796
343.987	393.43
398.072	399.455
426.312	423.111
410.634	419.336
478.239	433.253
421.775	421.437
279.449	308.943
414.128	429.271
421.969	408.796
417.465	418.089
377.996	380.196
448.919	452.965
328.881	329.659
252.404	322.867
319.614	320.514
397.789	369.363
298.171	298.404
417.894	422.561
448.387	478.987
369.413	367.321
307.226	307.891
429.149	425.046
421.713	420.246
409.85	416.031
375.013	395.789
460.118	374.267
465.285	430.561
417.053	420.595
436.069	434.196
398.603	410.168
399.407	398.747
431.689	469.911
305.627	310.994
412.552	418.262
416.604	422.529
394.659	427.124
433.352	433.804
433.575	417.6
446.472	421.896
465.368	364.354
386.177	390.128
441.865	416.608
414.529	403.617
429.956	447.929
457.644	435.136
411.83	338.793
387.141	387.008
146.482	302.541
340.533	83.1685
221.563	288.91
375.263	372.716
382.038	381.694
176.898	188.215
377.349	448.581
391.464	391.583
428.132	391.866
193.866	199.544
221.495	237.55
233.287	259.761
230.859	250.122
408.218	426.489
413.454	425.521
169.694	172.383
252.404	294.539
201.345	212.923
106.16	131.776
92.5851	86.6372
456.061	405.591
309.304	311.612
430.981	409.16
408.017	405.049
382.072	383.784
482.163	493.866
413.447	409
488.746	80.1499
368.563	77.801
242.017	311.883
86.4928	88.0454
148.654	315.921
275.915	277.599
298.24	297.768
238.434	237.817
193.305	215.761
413.05	424.613
318.365	318.489
395.837	396.918
256.646	223.946
425.741	420.941
194.556	207.234
397.726	422.724
439.112	412.449
434.139	433.415
462.338	354.828
420.806	412.557
184.442	176.377
407.762	405.478
170.364	162.647
358.859	362.941
320.223	319.456
417.108	426.317
418.368	389.397
407.593	409.956
411.862	364.884
434.155	443.488
346.248	359.886
444.25	451.161
344.041	335.567
400.134	382.203
361.942	377.895
422.73	398.01
356.557	355.904
230.519	231.676
199.785	196.054
95.4254	274.139
198.525	217.263
163.426	170.81
336.881	329.73
59.2874	55.3082
193.856	199.8
434.014	429.618
446.25	438.034
450.778	358.791
453.958	427.556
472.273	460.454
355.387	352.753
342.473	344.112
416.225	395.899
258.205	265.84
295.066	289.91
338.087	351.142
452.812	428.758
464.994	355.897
489.041	382.76
446.183	437.359
459.503	436.452
352.579	356.954
356.055	355.972
395.948	397.58
370.891	379.473
398.946	404.16
394.89	416.96
407.489	405.136
369.267	380.233
349.906	343.207
411.899	365.792
378.308	365.465
363.923	359.847
335.787	346.065
421.8	453.513
428.018	448.513
423.664	394.927
413.595	401.098
415.462	421.891
404.497	403.097
441.331	411.436
432.469	427.798
422.289	390.696
442.163	436.688
433.211	402.955
372.318	370.888
353.035	342.921
306.821	312.237
447.085	426.726
474.283	454.272
440.445	421.49
400.707	400.199
307.989	306.083
295.52	299.336
471.699	424.325
346.142	349.514
385.27	385.227
417.756	402.031
327.297	330.058
455.951	353.433
458.632	417.367
251.653	245.921
443.646	440.16
279.655	294.228
419.887	418.531
444.756	434.691
289.759	313.801
460.25	419.121
433.931	336.465
486.671	395.588
328.061	330.875
129.027	298.918
225.262	301.028
399.282	395.339
369.456	369.314
235.204	262.597
387.608	449.216
396.728	396.946
420.209	383.557
183.39	187.689
237.146	255.349
230.708	252.367
238.128	259.002
399.955	410.07
166.316	169.626
270.226	275.648
69.8999	65.6049
456.282	403.179
429.39	412.199
440.099	411.157
310.108	311.692
380.501	385.819
395.457	397.176
401.706	408.265
334.361	337.537
395.723	329.597
90.1332	91.6351
131	292.31
366.821	364.836
229.009	229.611
402.127	412.752
212.878	288.253
329.187	323.634
396.997	398.53
241.361	206.819
208.389	225.129
399.061	417.076
438.651	409.661
285.508	283.706
413.63	429.578
475.432	364.705
238.17	228.729
343.852	343.055
346.263	347.744
330.618	339.656
404.611	382.608
331.867	330.804
412.468	418.539
415.486	419.024
288.045	286.784
413.971	407.251
418.709	389.08
413.679	413.619
422.075	430.536
441.484	440.618
420.685	399.8
391.231	397.273
411.101	404.479
354.069	353.952
362.912	365.352
434.311	422.782
451.987	426.524
364.825	363.819
92.9946	97.8264
175.747	163.132
99.3126	277.501
273.64	278.715
464.47	410.744
365.134	364.209
411.525	386.766
422.533	418.294
411.91	411.89
406.463	415.811
406.943	404.826
96.8814	98.7218
404.015	454.997
186.797	182.096
275.735	314.411
372.32	364.736
413.66	413.799
446.003	431.175
390.733	389.66
360.304	360.075
409.469	395.631
479.152	369.613
366.438	369.069
346.674	352.417
429.305	445.744
404.308	369.359
412.126	413.932
332.34	365.463
360.627	379.359
335.45	336.491
425.22	428.713
435.015	425.2
416.525	391.408
370.061	375.348
472.131	443.765
416.303	422.062
350.989	344.475
391.137	397.987
471.618	381.454
366.167	367.144
389.464	392.177
414.227	413.777
423.792	421.293
418.496	416.662
392.205	381.7
343.111	345.371
422.024	426.528
367.387	367.538
395.33	408.243
416.962	410.619
457.119	454.805
348.302	348.174
374.049	372.242
409.422	417.606
251.702	270.263
437.862	432.581
385.291	390.379
436.491	410.403
416.692	360.058
428.307	419.333
345.294	349.193
440.704	409.314
413.622	405.972
411.967	395.245
351.876	353.758
450.951	439.828
453.26	450.295
411.781	411.894
351.869	342.732
275.652	315.036
184.954	181.874
315.959	409.263
423.021	431.208
375.366	397.886
401.366	407.463
393.709	359.174
363.724	363.552
246.838	260.549
416.85	411.044
391.458	391.091
227.596	226.058
335.696	334.178
353.894	348.577
455.995	440.16
409.161	420.985
385.965	382.791
478.945	466.242
303.59	307.574
474.392	396.328
482.878	456.755
406.848	377.474
379.281	388.51
347.82	383.79
428.654	409.519
449.989	403.692
393.726	379.584
349.704	349.389
417.534	404.832

