425.867	426.533
310.553	437.512
375.241	476.212
198.25	216.956
469.477	436.186
375.71	378.945
375.516	431.962
421.071	412.089
423.548	420.338
439.737	332.056
460.632	341.374
287.71	291.069
186.11	199.156
131.848	278.919
307.924	301.257
384.409	427.389
182.694	214.765
466.25	467.17
373.418	373.765
298.158	299.023
396.251	379.059
262.286	262.825
455.613	454.013
332.884	333.738
387.105	388.156
431.676	432.901
399.467	451.018
376.842	401.12
444.062	441.949
425.837	409.18
188.019	211.315
357.021	354.913
430.64	420.114
344.096	341.271
360.219	353.037
302.159	308.555
411.176	465.4
382.709	423.672
407.471	405.514
436.194	367.984
417.483	413.306
391.182	382.846
200.544	224.858
208.741	207.056
329.445	353.05
128.468	311.336
208.156	226.188
185.895	196.105
352.294	352.277
361.228	366.58
406.518	408.921
353.208	381.631
376.709	424.197
300.102	299.038
304.746	299.845
124.776	265.552
378.719	415.963
391.019	386.353
310.617	312.974
522.09	489.541
475.309	445.34
393.132	396.524
424.648	419.622
429.117	427.364
388.323	354.258
455.102	376.383
212.819	226.566
446.956	423.618
393.338	396.625
336.709	333.279
360.945	355.051
376.024	383.793
408.409	385.706
416.402	379.858
440.241	430.877
430.246	413.462
403.096	351.764
369.437	370.446
402.744	410.52
406.807	371.148
434.056	437.527
418.827	438.138
450.354	452.128
440.994	451.095
449.52	457.673
439.175	438.12
359.512	355.923
379.575	376.294
357.106	353.041
431.231	432.836
376.912	343.852
384.762	409.437
386.946	408.071
370.1	387.813
444.521	447.556
427.185	435.269
369.642	340.946
386.898	387.212
434.453	450.519
234.418	245.575
441.182	358.473
475.508	418.389
409.251	415.48
355.792	344.968
418.961	406.186
456.804	454.908
464.94	460.859
374.772	371.418
422.244	420.206
410.697	409.246
359.956	336.843
370.873	383.374
392.066	396.206
367.421	345.585
457.269	458.213
496.076	380.145
304.81	310.094
424.982	410.578
401.161	402.695
397.955	390.839
372.567	382.624
325.375	339.209
105.323	102.406
381.899	384.453
266.227	268.695
414.804	314.902
469.377	356.819
188.106	193.399
226.541	235.629
427.539	419.371
418.585	414.118
452.041	358.688
312.157	308.127
371.874	452.501
478.991	480.001
123.471	160.272
304.875	296.607
359.348	411.349
75.1598	309.653
115.178	301.993
376.81	377.281
297.846	298.709
396.9	382.839
266.929	270.47
423.915	426.743
440.007	431.969
421.233	370.9
451.406	388.341
409.292	364.725
231.195	230.28
429.167	428.921
398.329	449.768
417.255	397.118
191.716	210.121
375.132	374.226
436.503	416.971
366.644	377.741
354.865	352.887
358.422	351.829
401.161	402.695
397.955	390.839
372.567	382.624
325.375	339.209
105.323	102.406
381.899	384.453
266.227	268.695
414.804	314.902
469.377	356.819
188.106	193.399
226.541	235.629
427.539	419.371
418.585	414.118
452.041	358.688
312.157	308.127
371.874	456.933
514.435	480.001
123.471	160.272
304.875	296.607
419.132	411.349
75.1598	309.653
115.178	301.993
376.81	377.281
297.846	298.709
400.551	380.619
266.929	270.47
423.915	426.743
440.007	431.969
421.233	370.9
451.406	388.341
409.292	364.725
231.195	230.28
429.167	428.921
398.329	449.768
417.255	397.118
191.716	210.121
375.132	374.226
436.503	416.971
366.644	377.741
354.865	352.887
358.422	351.829
336.529	344.964
430.843	364.544
450.982	356.634
186.947	297.442
429.131	430.723
309.913	301.639
124.804	291.767
416.087	406.765
208.974	225.202
351.936	359.515
371.95	377.865
431.002	481.215
419.137	420.943
440.685	433.233
298.836	293.718
99.0152	294.805
179.106	198.189
107.666	265.789
234.51	236.161
378.308	412.732
333.261	334.465
524.735	493.948
467.637	461.317
452.727	436.868
435.968	424.965
405.814	408.88
430.903	415.938
427.612	425.842
391.147	372
442.262	373.173
365.858	355.032
202.571	216.656
449.658	424.203
454.367	456.723
380.408	384.025
390.068	391.709
363.339	364.047
438.137	415.465
292.739	304.196
414.205	392.161
343.58	342.573
336.602	400.13
402.789	407.973
222.535	217.453
404.539	408.074
406.846	400.97
403.781	397.24
398.776	405.404
370.309	370.232
388.488	389.572
418.953	418.553
439.867	436.394
397.501	405.347
421.042	428.391
346.687	342.562
417.759	416.18
182.384	175.431
360.258	360.988
428.843	430.589
232.151	237.863
464.495	476.902
412.924	411.863
409.978	420.042
401.625	396.08
312.33	313.535
454.739	457.75
421.351	422.462
382.564	398.806
420.389	418.696
418.853	424.69
372.832	371.664
451.767	448.947
455.112	437.945
233.915	234.676
429.852	416.729
411.834	406.26
405.436	407.697
359.387	355.609
462.434	455.568
420.869	427.683
440.028	352.187
460.989	437.225
437.216	406.725
280.353	288.37
356.067	357.19
442.017	418.387
429.61	435.471
449.065	457.385
456.456	430.222
440.13	413.145
409.724	423.461
389.405	389.614
403.446	409.253
391.119	391.047
384.187	386.943
422.201	435.586
398.477	385.706
387.849	388.452
427.855	427.403
448.215	436.611
405.272	399.144
